hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
辉煌,huī huáng,splendid; glorious,"รุ่งโรจน์, เจิดจรัส",5,6,"รุ่งโรจน์, เจิดจรัส",
过敏,guò mǐn,medicine allergic; hypersensitive,"แพ้, ภูมิแพ้",5,5,"แพ้, ภูมิแพ้",EN-GLOSS-BUG: 'medicine allergic' is malformed; sense is 'allergic; hypersensitive'
运,yùn,to move; to transport,"ขนส่ง, เคลื่อนย้าย",5,4,"ขนส่ง, เคลื่อนย้าย",
运动员,yùn dòng yuán,athlete,นักกีฬา,5,4,นักกีฬา,
进一步,jìn yí bù,further; to a greater extent,"ก้าวไปอีกขั้น, ยิ่งขึ้น",5,5,"ก้าวไปอีกขั้น, ยิ่งขึ้น",
进去,jìn qù,to go in,เข้าไป,5,2,เข้าไป,
适当,shì dàng,suitable; appropriate,เหมาะสม,5,5,เหมาะสม,
透明,tòu míng,transparent,โปร่งใส,5,5,โปร่งใส,
郊区,jiāo qū,suburbs; outskirts,ชานเมือง,5,4,ชานเมือง,
铁,tiě,iron,เหล็ก,5,5,เหล็ก,
铅笔,qiān bǐ,lead pencil,ดินสอ,5,2,ดินสอ,
长大,zhǎng dà,to grow up,"เติบโต, โตขึ้น",5,3,"เติบโต, โตขึ้น",
阴天,yīn tiān,cloudy day; overcast sky,"วันที่ฟ้าครึ้ม, วันมีเมฆมาก",5,2,"วันที่ฟ้าครึ้ม, วันมีเมฆมาก",
阶段,jiē duàn,stage; section,"ระยะ, ขั้นตอน",5,5,"ระยะ, ขั้นตอน",
随意,suí yì,as one wishes; according to one's wishes,"ตามใจ, ตามอัธยาศัย",5,5,"ตามใจ, ตามอัธยาศัย",
随时,suí shí,at any time; at all times,"ทุกเมื่อ, ได้ตลอดเวลา",5,5,"ทุกเมื่อ, ได้ตลอดเวลา",
障碍,zhàng ài,barrier; obstruction,"อุปสรรค, สิ่งกีดขวาง",5,6,"อุปสรรค, สิ่งกีดขวาง",
靠近,kào jìn,to be close to; to approach,"เข้าใกล้, ใกล้",5,5,"เข้าใกล้, ใกล้",
预报,yù bào,forecast,"พยากรณ์, ประกาศ",5,6,พยากรณ์,dropped ประกาศ (announce); 预报 = forecast
领域,lǐng yù,domain; sphere,"แวดวง, สาขา, ขอบเขต",5,5,"แวดวง, สาขา",trimmed 3-item list
风雨,fēng yǔ,wind and rain; the elements,ลมฝน,5,4,ลมฝน,
魔术,mó shù,magic,"วิทยากล, ลวงตา",5,6,"วิทยากล, ลวงตา",
鸟,niǎo,bird,นก,5,3,นก,
黑板,hēi bǎn,blackboard,กระดานดำ,5,3,กระดานดำ,
一时,yī shí,a period of time; a while,"ช่วงหนึ่ง, อยู่ครู่นึง",4,4,"ช่วงหนึ่ง, ครู่หนึ่ง",fixed colloquial spelling อยู่ครู่นึง
一致,yí zhì,consistent; unanimous,"เป็นเอกฉันท์, สอดคล้องกัน",4,5,สอดคล้องกัน; เป็นเอกฉันท์,distinct senses -> semicolon
上面,shàng miàn,on top of; above-mentioned,"ด้านบน, ข้างบน",4,2,"ด้านบน, ข้างบน",
下去,xià qù,to go down; to descend,ลงไป,4,3,ลงไป,
下山,xià shān,to go down a hill; of the sun or moon to set,พระอาทิตย์ตกดิน,4,3,ลงเขา; พระอาทิตย์ตกดิน,primary sense 'go down mountain' was missing
不久,bù jiǔ,not long; before too long,"ไม่นาน, ในไม่ช้า",4,3,"ไม่นาน, ในไม่ช้า",
不仅仅,bù jǐn jǐn,not only; not just,ไม่เพียงแค่,4,4,ไม่เพียงแค่,
不便,bù biàn,inconvenient; inappropriate,ไม่สะดวก,4,6,ไม่สะดวก,
不利于,bù lì yú,unfavorable to,ไม่เอื้ออำนวย,4,5,ไม่เอื้ออำนวย,
不安,bù ān,unpeaceful; unstable,"กระวนกระวาย, ไม่สงบ",4,5,"กระวนกระวาย, ไม่สงบ",
不然,bù rán,otherwise; or else,"ไม่เช่นนั้น, มิฉะนั้น",4,5,"ไม่เช่นนั้น, มิฉะนั้น",
不行,bù xíng,won't do; be out of the question,"ไม่ได้, ใช้ไม่ได้",4,4,"ไม่ได้, ใช้ไม่ได้",
不要紧,bú yào jǐn,unimportant; not serious,ไม่สำคัญ,4,5,ไม่เป็นไร; ไม่สำคัญ,不要紧 idiomatically = ไม่เป็นไร
专心,zhuān xīn,to focus one's attention,"ตั้งใจ, มีสมาธิ",4,5,"ตั้งใจ, มีสมาธิ",
东边,dōng biān,east; east side,ทิศตะวันออก,4,3,ทิศตะวันออก,
严肃,yán sù,serious; solemn,"เคร่งขรึม, จริงจัง",4,5,"เคร่งขรึม, จริงจัง",
严谨,yán jǐn,rigorous; strict,เข้มงวด,4,6,รัดกุม; เข้มงวด,add รัดกุม (rigorous); เข้มงวด alone only covers 'strict'
中华,zhōng huá,China; the Chinese nation,จีน,4,5,จีน,
中国画,zhōng guó huà,Chinese painting,จิตรกรรมจีน,4,5,จิตรกรรมจีน,
主持人,zhǔ chí rén,host; presenter,ผู้ดำเนินรายการ,4,5,ผู้ดำเนินรายการ,
主题,zhǔ tí,theme; subject,หัวข้อ,4,6,หัวข้อ,
争取,zhēng qǔ,to fight for; to strive for,"มุ่งมั่นให้ได้มา, ขวนขวาย",4,5,"มุ่งมั่นให้ได้มา, ขวนขวาย",
交给,jiāo gěi,to give; to deliver,"ส่งมอบ, ให้",4,4,"ส่งมอบ, ให้",
今后,jīn hòu,hereafter; henceforth,"ต่อจากนี้, ในภายหน้า",4,4,"ต่อจากนี้, ในภายหน้า",
介于,jiè yú,between; intermediate,ระหว่าง,4,6,ระหว่าง,
从此,cóng cǐ,from now on; since then,"นับแต่นั้น, ตั้งแต่นั้นมา",4,5,"นับแต่นั้น, ตั้งแต่นั้นมา",
代价,dài jià,price; cost,ค่าใช้จ่าย,4,6,ราคาที่ต้องจ่าย,代价 = price one pays (often figurative); ค่าใช้จ่าย=expenses misleads
众多,zhòng duō,numerous,มากมาย,4,4,มากมาย,
优势,yōu shì,superiority; dominance,ความเหนือกว่า,4,5,ความเหนือกว่า,
传说,chuán shuō,legend; folk tale,"ตำนาน, เรื่องเล่า",4,5,"ตำนาน, เรื่องเล่า",
传递,chuán dì,to transmit; to pass on to someone else,ส่งต่อ,4,6,ส่งต่อ,
伤,shāng,to injure; injury,บาดเจ็บ,4,5,บาดเจ็บ,
似的,shì de,seems as if; rather like,เหมือนว่า,4,6,เหมือนว่า,
体会,tǐ huì,to realize through experience,ความสัมผัส,4,5,เข้าใจซึ้งจากประสบการณ์,current ความสัมผัส (the sense of touch) is wrong
依赖,yī lài,to depend on; to be dependent on,"พึ่งพา, อาศัย",4,5,"พึ่งพา, อาศัย",
倍,bèi,"two, three etc -fold; times",เท่า,4,5,เท่า,
倘若,tǎng ruò,if; supposing,"ถ้าหาก, สมมติว่า",4,6,"ถ้าหาก, สมมติว่า",
借助,jiè zhù,to draw support from; with the help of,ด้วยความช่วยเหลือ,4,5,ด้วยความช่วยเหลือ,
假,jiǎ,fake; false,"ปลอม, เท็จ",4,4,"ปลอม, เท็จ",
假如,jiǎ rú,if,"ถ้าหาก, สมมติว่า",4,5,"ถ้าหาก, สมมติว่า",
停止,tíng zhǐ,to stop; to halt,"หยุด, ยับยั้ง",4,4,หยุด; ยุติ,ยับยั้ง = restrain (制止); 停止 = cease -> ยุติ
停车,tíng chē,to pull up; to park,จอดรถ,4,4,จอดรถ,
停车场,tíng chē chǎng,parking lot; car park,ที่จอดรถ,4,4,ที่จอดรถ,
充实,chōng shí,rich; full,อุดมไปด้วย,4,6,เต็มอิ่ม; สมบูรณ์,current อุดมไปด้วย is an incomplete phrase needing an object
克服,kè fú,try to overcome; to conquer,"เอาชนะ, ฟันฝ่า",4,5,"เอาชนะ, ฟันฝ่า",
全世界,quán shì jiè,worldwide; entire world,ทั่วโลก,4,4,ทั่วโลก,
全新,quán xīn,all new; completely new,ใหม่เอี่ยม,4,6,ใหม่เอี่ยม,
全面,quán miàn,all-around; comprehensive,"ครอบคลุม, ครบถ้วน",4,5,"ครอบคลุม, ครบถ้วน",
其次,qí cì,next; secondly,"ลำดับถัดมา, รองลงมา",4,4,"ลำดับถัดมา, รองลงมา",
具备,jù bèi,to possess; to have,มี,4,5,มี,
再次,zài cì,once more; once again,อีกครั้ง,4,4,อีกครั้ง,
凉,liáng,cool; cold,"เย็น, ไม่ร้อน",4,4,"เย็น, ไม่ร้อน",
凸显,tū xiǎn,to stand out clearly; to make prominent,"เน้นให้เด่นชัด, ทำให้โดดเด่น",4,6,"เน้นให้เด่นชัด, ทำให้โดดเด่น",
出任,chū rèn,to take up a post; to start in a new job,บรรจุแต่งตั้ง,4,5,เข้ารับตำแหน่ง,current บรรจุแต่งตั้ง is passive appointing; 出任 = subject takes up post
出席,chū xí,to attend; to participate,เข้าร่วม (ประชุม/งาน),4,5,เข้าร่วม (ประชุม/งาน),
出门,chū mén,to go out; to leave home,"ออกจากบ้าน, ออกไปข้างนอก",4,3,"ออกจากบ้าน, ออกไปข้างนอก",
分享,fēn xiǎng,to share,แบ่งปัน,4,5,แบ่งปัน,
分解,fēn jiě,to resolve; to decompose,"แยกสลาย, ย่อยสลาย",4,5,"แยกสลาย, ย่อยสลาย",
创,chuàng,to create; to initiate,"สร้าง, ริเริ่ม",4,6,"สร้าง, ริเริ่ม",
创意,chuàng yì,creative; creativity,ความคิดสร้างสรรค์,4,6,ความคิดสร้างสรรค์,
创新,chuàng xīn,to bring forth new ideas; innovation,นวัตกรรม,4,6,นวัตกรรม,
初,chū,at first; initially,"เริ่มต้น, ในตอนแรก",4,5,"เริ่มต้น, ในตอนแรก",
刮风,guā fēng,to be windy,ลมพัด,4,3,ลมพัด,
制成,zhì chéng,to manufacture; to turn out,ผลิตออกมา,4,6,ผลิตออกมา,
刻苦,kè kǔ,hardworking; assiduous,"ขยันขันแข็ง, มานะ",4,5,"ขยันขันแข็ง, มานะ",
剩,shèng,to remain; to be left,เหลือ,4,4,เหลือ,
加以,jiā yǐ,formal to apply; literary moreover,นอกจากนี้,4,5,นำมา (ใช้ทำสิ่งใดสิ่งหนึ่ง),"EN-GLOSS-BUG: 加以 is a formal dummy-verb marker (加以+V = carry out V on sth), not 'moreover'; no clean 1-word Thai gloss -- second opinion"
