orig_row,hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
3087,平常心,píng cháng xīn,levelheadedness; calmness,จิตใจปกติ,1,6,ใจที่สงบเป็นปกติ,
3088,平方米,píng fāng mǐ,square meter,ตารางเมตร,1,5,ตารางเมตร,
3094,幸好,xìng hǎo,fortunately,โชคดี,1,5,โชคดีที่,
3095,幼稚,yòu zhì,young; childish,เด็กเก็กและช่างช้อม,1,6,ไร้เดียงสา; ทำตัวเป็นเด็ก,
3098,序,xù,order; sequence,ลำดับ,1,6,ลำดับ,
3100,应邀,yìng yāo,at someone's invitation; on invitation,ได้รับการเชิญชวน,1,6,ตามคำเชิญ,
3105,废物,fèi wù,rubbish; waste material,ขยะเสีย,1,6,ของเสีย,
3107,庸俗,yōng sú,vulgar; tacky,"หยาบคาย, ไม่มีรสนิยม",1,6,ไร้รสนิยม,
3110,开创,kāi chuàng,to initiate; to start,เริ่มก่อตั้ง,1,6,บุกเบิก,
3112,开学,kāi xué,(school) term begins,เปิดปีการศึกษา,1,4,เปิดเทอม,
3121,引领,yǐn lǐng,to crane one's neck; to await eagerly,นำทาง,1,6,นำทาง,"EN-GLOSS-BUG: English lists only the archaic ""crane one's neck; await eagerly"" sense; the common modern meaning is ""to lead/guide"". Translated to the real sense (นำทาง)."
3122,弥漫,mí màn,to pervade; to fill the air,แพร่กระจาย,1,6,แพร่กระจาย,
3132,当场,dāng chǎng,at the scene; on the spot,ณ ที่เหตุการณ์เกิด,1,5,ตรงนั้นทันที,
3136,录,lù,to record,บันทึก,1,6,บันทึก,
3141,彩票,cǎi piào,lottery ticket,ตั๋วสลากกินแบ่ง,1,6,สลากกินแบ่ง,
3142,彩色,cǎi sè,color; multicolored,สีสัน,1,5,สี,
3143,影星,yǐng xīng,film star,ดาราซิเนมา,1,6,ดาราภาพยนตร์,
3148,征求,zhēng qiú,to solicit; to seek,ขออนุมัติ,1,5,ขอความคิดเห็น,
3150,很难说,hěn nán shuō,hard to say,เป็นการยากที่จะบอก,1,4,พูดยาก,
3154,微不足道,wēi bù zú dào,idiom negligible; insignificant,เล็กน้อย,1,6,เล็กน้อยจนไม่ควรเอ่ยถึง,
3155,微妙,wēi miào,subtle,บดบาง,1,6,ละเอียดอ่อน,
3156,心事,xīn shì,a load on one's mind; worry,ความวิตกกังวล,1,5,เรื่องหนักใจ,
3157,心声,xīn shēng,heartfelt wish; inner voice,ความคิดเห็น,1,6,เสียงจากใจ,
3161,心疼,xīn téng,to love dearly; to feel sorry for someone,เห็นใจ,1,5,รักจนเป็นห่วง; สงสาร,
3167,忧郁,yōu yù,sullen; depressed,เศร้า,1,6,หม่นหมอง,
3169,快餐,kuài cān,fast food; snack,อาหารสำเร็จรูป,1,6,อาหารจานด่วน,
3170,念念不忘,niàn niàn bù wàng,to keep in mind constantly,ไม่ลืมเลย,1,5,คิดถึงไม่เคยลืม,
3172,怀抱,huái bào,to hug; to cherish,กอด,1,6,โอบกอด; ทะนุถนอมไว้ในใจ,
3173,怀着,huái zhe,harboring (a feeling),ด้วย,1,6,ด้วย(ความรู้สึก),"Second opinion: bound form meaning 'harboring (a feeling)', hard to gloss standalone; rendered ด้วย(ความรู้สึก)."
3182,性质,xìng zhì,nature; characteristic,"ลักษณะ, คุณสมบัติ",1,5,"ลักษณะ, คุณสมบัติ",
3185,恍然大悟,huǎng rán dà wù,idiom to suddenly realize,เข้าใจโดยกะทันหัน,1,5,ถึงบางอ้อ,
3186,恐怖,kǒng bù,terrible; frightful,ร้ายแรง,1,5,น่ากลัว,
3188,恭维,gōng wéi,to compliment; to praise,ชื่นชม,1,6,ยกยอ,"Nuance is flattery / complimenting (often insincere), hence ยกยอ rather than plain ชื่นชม."
3189,息息相关,xī xī xiāng guān,closely bound up; intimately related,เกี่ยวพันกันอย่างใกล้ชิด,1,5,เกี่ยวพันกันอย่างใกล้ชิด,
3195,悲剧,bēi jù,tragedy,เรื่องเศร้า,1,6,โศกนาฏกรรม,
3206,想念,xiǎng niàn,to miss; to remember with longing,ขาดคน,1,5,คิดถึง,
3224,户,hù,a household; door,"ครัวเรือน, ประตู",1,5,ครัวเรือน; ประตู,
3225,房价,fáng jià,house price; cost of housing,ราคาบ้าน,1,5,ราคาบ้าน,
3228,扇子,shàn zi,fan,พัดลม,1,5,พัด,
3230,手臂,shǒu bì,arm; assistant,แขน,1,5,แขน,"EN-GLOSS-BUG: ""assistant"" is a questionable gloss for 手臂; the word means arm (only แขน translated)"
3231,打交道,dǎ jiāo dào,to come into contact with; to have dealings,ติดต่อ,1,5,ติดต่อ,
3239,打造,dǎ zào,to forge,สร้างสรรค์,1,5,สร้าง,
3256,投,tóu,to throw; to cast,ส่ง,1,5,โยน; ขว้าง,
3258,投票,tóu piào,to vote; to cast a vote,ลงคะแนน,1,6,ลงคะแนน,
3264,抹,mǒ,to smear; to wipe,เช็ด,1,5,ทา; เช็ด,
3265,押,yā,to mortgage; to pawn,นำวามตั้ง,1,6,จำนอง; จำนำ,
3266,押金,yā jīn,deposit; down payment,เงินประกัน,1,5,เงินมัดจำ; เงินประกัน,
3268,拄,zhǔ,to lean on; to prop on,พิงพิงข้อม,1,6,ยัน (ด้วยไม้เท้า),
3269,担保,dān bǎo,to guarantee; to vouch for,รับประกัน,1,6,ค้ำประกัน; รับรอง,
3282,拨通,bō tōng,to get through to someone on the phone,โทรออก,1,6,โทรติด,
3287,拿走,ná zǒu,to take away,พากว่นไป,1,5,เอาไป; หยิบไป,
3292,指责,zhǐ zé,to criticize; to find fault with,ตำหนิ,1,6,ตำหนิ,
3298,捂,wǔ,to enclose; to cover with the hand,ปิดความ,1,6,ปิดด้วยมือ; อุด,
3300,捉,zhuō,to clutch; to grab,จับได,1,6,จับ,
3302,损,sǔn,to diminish; to damage,เสีย,1,6,เสียหาย,
3305,捧,pěng,to hold up; to flatter,"ประคอง (ถือด้วยสองมือ), ยกยอ",1,5,ประคอง (ถือด้วยสองมือ); ยกยอ,
3308,掌管,zhǎng guǎn,in charge of; to control,บริหาร,1,5,บริหาร,
3309,掐,qiā,to pick; to pinch,บีบ,1,6,หยิก; บีบ,
3311,探,tàn,to explore; to search out,หาหาดู,1,6,สำรวจ; ค้นหา,
3312,探望,tàn wàng,to visit; to call on someone,เยี่ยมเยือน,1,6,เยี่ยมเยือน,
3316,推开,tuī kāi,to push open; to push away,ผลักเปิด,1,4,ผลักออก; ผลักเปิด,
3319,推进,tuī jìn,to impel; to carry forward,ส่งต่อ,1,6,ผลักดัน; ขับเคลื่อน,
3322,掰,bāi,to break off (with hands),หักออก,1,5,หักออก,
3328,提示,tí shì,to point out; to remind,บอกเตือน,1,5,เตือน; บอกใบ้,
3330,插嘴,chā zuǐ,to interrupt; to butt in,แทรกความ,1,6,พูดแทรก; แทรกบทสนทนา,
3333,揣摩,chuǎi mó,to analyze; to try to figure out,พิจารณา,1,6,ตรึกตรอง; คาดเดา,
3334,揭露,jiē lù,to expose; to unmask,เปิดเผย,1,6,เปิดโปง; แฉ,
3337,搞鬼,gǎo guǐ,to make mischief; to play tricks,ลวงลวน,1,6,เล่นตุกติก; มีเล่ห์เหลี่ยม,
3349,摸索,mō suǒ,to feel about; to grope about,สำรวจด้วยการสัมผัส,1,6,คลำหา; งมหา,
3350,撒,sā,to let go; to cast,ปล่อย,1,5,ปล่อย; โปรย,
3353,操纵,cāo zòng,to operate; to control,จัดการ,1,6,ควบคุม; บงการ,
3357,收回,shōu huí,to regain; to retake,นำกลับ,1,6,เรียกคืน; นำกลับ,
3361,改动,gǎi dòng,to alter; to modify,เปลี่ยนแปลง,1,6,เปลี่ยนแปลง,
3363,攻,gōng,to attack; to accuse,โจมตี,1,6,โจมตี,
3367,政策,zhèng cè,policy,นโยบาย,1,5,นโยบาย,
3369,救援,jiù yuán,to save; to support,ช่วยเหลือ,1,5,กู้ภัย; ช่วยเหลือ,
3370,教养,jiào yǎng,to educate; to bring up,"อบรมเลี้ยงดู, การมีมารยาทดี",1,5,อบรมเลี้ยงดู; การมีมารยาทดี,
3380,文献,wén xiàn,reference material,เอกสารอ้างอิง,1,5,เอกสารอ้างอิง,
3385,新房,xīn fáng,brand new house; bridal chamber,บ้านใหม่,1,6,บ้านใหม่; ห้องหอ,
3387,新生,xīn shēng,new; newborn,นักเรียนใหม่,1,4,แรกเกิด; นักเรียนใหม่,"EN-GLOSS-BUG: 新生 also means new student/freshman, omitted from English gloss; kept both senses"
3395,无关紧要,wú guān jǐn yào,indifferent; insignificant,ไม่สำคัญ,1,5,ไม่สำคัญ,
3396,无形,wú xíng,incorporeal; virtual,ไร้ตัวตน,1,5,จับต้องไม่ได้; ไร้รูปร่าง,
3402,无私,wú sī,selfless; unselfish,เสียสละ,1,5,ไม่เห็นแก่ตัว,
3403,无穷,wú qióng,endless; boundless,ไร้สิ้นสุด,1,6,ไม่มีที่สิ้นสุด,
3408,日夜,rì yè,day and night; around the clock,วันและคืน,1,6,ทั้งวันทั้งคืน,
3426,晕倒,yūn dǎo,to faint; to swoon,ลมหายใจ,1,5,"เป็นลม, หมดสติ",
3432,晶莹,jīng yíng,sparkling and translucent,ส่องสว่างและใส,1,6,แวววาวใส,
3439,曲折,qū zhé,winding,บิดเบี้ยว,1,6,คดเคี้ยว,
3454,本人,běn rén,I; me,ตัวตนเองของฉัน,1,6,"ตัวฉันเอง, เจ้าตัว",
3455,朴实,pǔ shí,plain; simple,ธรรมชาติง่าย,1,6,เรียบง่าย,
3456,机灵,jī líng,clever; quick-witted,"ฉลาด, ไหวพริบดี",1,6,"ฉลาด, ไหวพริบดี",
3460,杆,gān,pole,ไม้เท้า,1,6,"เสา, ไม้ยาว",
3470,构思,gòu sī,to design; to plot,วางแผน,1,6,คิดวางโครงเรื่อง,conceive/plot ideas; วางแนวคิด also possible
3480,核对,hé duì,to check; to verify,ตรวจสอบ,1,5,ตรวจสอบ,
3482,栽培,zāi péi,to grow; to cultivate,ปลูกฝัง,1,5,เพาะปลูก,
3483,桩,zhuāng,stump; stake,เสา,1,6,"หลัก, เสาเข็ม",
3497,欠,qiàn,to owe; to lack,ขาด,1,5,ติดหนี้; ขาด,
3498,欢乐,huān lè,gaiety; gladness,ความสุข,1,5,ความสุข,
3500,欣欣向荣,xīn xīn xiàng róng,idiom flourishing; thriving,เจริญรุ่งเรือง,1,6,เจริญรุ่งเรือง,EN-GLOSS-BUG: stray 'idiom' label leaked into english gloss
3501,款式,kuǎn shì,pattern; style,แบบลาย,1,6,แบบ,
3508,止步,zhǐ bù,to halt; to stop,หยุดเท้า,1,5,หยุดเดิน,
3509,正宗,zhèng zōng,orthodox school,แท้ๆ,1,5,"แท้, ต้นตำรับ",
3510,正当,zhèng dāng,timely; just,เหมาะสม,1,6,"ในขณะที่, พอดีตอนที่",EN 'timely; just' = zhengdang 'right when'; temporal sense
3511,正规,zhèng guī,regular; according to standards,ตามหลักเกณฑ์,1,6,"เป็นทางการ, ตามมาตรฐาน",
3512,正视,zhèng shì,to face squarely,หันหน้าเข้าหา,1,6,เผชิญหน้ากับความจริง,
3515,此后,cǐ hòu,after this; afterwards,หลังจากนั้น,1,5,หลังจากนั้น,
3520,歼灭,jiān miè,to wipe out; to crush,ทำให้สิ้นซากลง,1,5,"กวาดล้าง, ทำลายล้าง",
3521,殷勤,yīn qín,politely; solicitously,"สุภาพ, เอาใจใส่",1,6,"สุภาพ, เอาใจใส่",
3522,毅力,yì lì,perseverance; willpower,ความอดทน,1,6,"ความมุ่งมั่น, ความเพียร",
3523,毅然,yì rán,firmly; resolutely,อย่างกำหนด,1,6,อย่างเด็ดเดี่ยว,
3526,比不上,bǐ bù shàng,can't compare with,ไม่เทียบได้,1,6,"เทียบไม่ได้, สู้ไม่ได้",
3533,毫不,háo bù,hardly; not in the least,ไม่มีเลย,1,6,ไม่แม้แต่น้อย,
3539,永久,yǒng jiǔ,everlasting; perpetual,ชั่วนิรันดร,1,6,"ถาวร, ชั่วนิรันดร์",
3550,沟,gōu,ditch; gutter,ท่อน้ำ,1,6,"ร่องน้ำ, คู",
3551,没意思,méi yì si,boring; of no interest,เบื่อ,1,4,"น่าเบื่อ, ไม่น่าสนใจ",
3552,没收,mò shōu,to confiscate; to seize,ยึดเพื่อชาติ,1,5,"ริบ, ยึด",
3559,法院,fǎ yuàn,court of law; court,ศาลกฎหมาย,1,5,ศาล,
3561,泡沫,pào mò,foam; soap bubble,ฟองน้ำ,1,6,ฟอง,
3563,泥,ní,mud; clay,โคลน,1,6,โคลน; ดินเหนียว,
3565,注定,zhù dìng,to foreordain; to be bound to,"ถูกกำหนดไว้แล้ว, ลิขิต",1,6,"ถูกกำหนดไว้แล้ว, ลิขิต",
3573,流域,liú yù,river basin; valley,"อ่างน้ำ,หุบเขา",1,6,ลุ่มน้ำ,
3575,流水,liú shuǐ,running water; business turnover,"น้ำไหล,การหมุนเวียน",1,6,น้ำไหล; ยอดขายหมุนเวียน,
3577,流程,liú chéng,course; stream,กระบวนการ,1,6,กระบวนการ,EN-GLOSS-BUG: 'course; stream' wrong for process/workflow; Thai follows real sense
3579,测试,cè shì,to test; a test,ทดสอบ,1,6,ทดสอบ,
3586,海浪,hǎi làng,sea wave,คลื่นทะเล,1,6,คลื่นทะเล,
3590,涌,yǒng,to bubble up; to rush forth,พ่วง,1,6,"ทะลัก, พุ่งขึ้น",
3592,深入人心,shēn rù rén xīn,to win people's hearts,ลึกลงในใจ,1,6,หยั่งลึกในใจผู้คน,idiom: idea rooted in people's minds; 'win hearts' is one reading
3594,深夜,shēn yè,very late at night,ดึกมึง,1,6,"ดึกดื่น, ดึกมาก",fixed typo: original thai_current had rude token
3599,清明,qīng míng,Pure Brightness Festival or Tomb Sweeping Day,ชิงหมิงเทศกาล,1,5,"เทศกาลเช็งเม้ง, เทศกาลชิงหมิง",
3601,清洁,qīng jié,clean; to clean,สะอาด,1,6,สะอาด; ทำความสะอาด,
3604,渠道,qú dào,channel; avenue,"ช่องทาง,ท่อน้ำ",1,6,ช่องทาง,
3610,滚,gǔn,to boil; to roll,กลิ้ง,1,5,กลิ้ง; เดือด,
3612,满怀,mǎn huái,to be filled with (emotion),หัวใจเต็มไปด้วย,1,5,เต็มเปี่ยมไปด้วย,
3616,演绎,yǎn yì,of a story etc to unfold; to play out,"บรรยาย,แสดง",1,6,ถ่ายทอด; แสดง,
3618,潇洒,xiāo sǎ,confident and at ease; free and easy,"ร่วมรื่น,สบาย",1,6,สบายๆ ไม่เคร่งเครียด,
3620,激起,jī qǐ,to arouse; to evoke,"กระตุ้น,ยุแหล",1,6,"กระตุ้น, ปลุกเร้า",
3622,灌溉,guàn gài,to irrigate,ชลประทาน,1,6,ชลประทาน,
3626,火辣辣,huǒ là là,scorching hot; stinging,ร้อนทำให้เจ็บ,1,6,ร้อนแสบ,
3627,灭绝,miè jué,to become extinct; to die out,สูญพันธุ์,1,6,สูญพันธุ์,
3631,灾害,zāi hài,calamity; disaster,ความเสียหาย,1,5,ภัยพิบัติ,
3634,点火,diǎn huǒ,to ignite; to light a fire,จุดไฟ,1,5,จุดไฟ,
3636,炼,liàn,to refine; to smelt,ชำระ,1,5,ถลุง; หลอม,
3637,烂,làn,soft; mushy,"อ่อน,ละลาย",1,6,"เละ, เปื่อย",
3641,烦躁,fán zào,jittery; twitchy,อึดอัด,1,5,กระวนกระวาย; หงุดหงิด,
3644,热水,rè shuǐ,hot water,น้ำอุ่น,1,3,น้ำร้อน,
3650,熊,xióng,bear,หมี,1,6,หมี,
3651,熏陶,xūn táo,to seep in; to influence,เป็นอิทธิพล,1,6,หล่อหลอม; ซึมซับ,
3653,爆,bào,to explode; to burst,"ระเบิด,ผัดไว",1,6,ระเบิด; ปะทุ,
3654,爆发,bào fā,to break out,ระเบิด,1,5,ปะทุ,
3659,父女,fù nǚ,father and daughter,บิดาและบุตรสาว,1,4,พ่อกับลูกสาว,
3661,牌子,pái zi,sign; trademark,เครื่องหมาย,1,5,ป้าย; ยี่ห้อ,
3663,牢,láo,firm; secure,"แข็ง,มั่นคง",1,6,"มั่นคง, แน่นหนา",
3664,牢固,láo gù,firm; secure,"มั่นคง,ทึ่ง",1,6,"มั่นคง, แน่นหนา",
3666,特产,tè chǎn,special local product; regional specialty,พื้นเมืองเฉพาะ,1,6,ของขึ้นชื่อประจำถิ่น,
3669,特长,tè cháng,special skill; strong point,จุดเด่น,1,6,ความถนัดพิเศษ; จุดเด่น,
3672,状元,zhuàng yuán,top scorer (in an exam),ผู้ที่ทดสอบแรก,1,6,ผู้สอบได้ที่หนึ่ง,
3687,现状,xiàn zhuàng,current situation,สถานการณ์ปัจจุบัน,1,5,สถานการณ์ปัจจุบัน,
3689,班长,bān zhǎng,class monitor; squad leader,หัวหน้าชั้นเรียน,1,4,หัวหน้าห้อง; หัวหน้าหมู่,
3691,球迷,qiú mí,fan,แฟนเบสบอล,1,5,แฟนบอล; แฟนกีฬา,
3697,甜蜜,tián mì,sweet; happy,"หวาน,มีความสุข",1,6,หวานชื่น; มีความสุข,
3700,生成,shēng chéng,to generate; to be born with,สร้าง,1,5,สร้าง,
3703,生育,shēng yù,to give birth to; to bear,เลี้ยงลูก,1,6,ให้กำเนิด; มีลูก,
3706,用得着,yòng dé zhe,to be useful; to need,ใช้ได้,1,5,ต้องใช้; มีประโยชน์,
3707,用意,yòng yì,intention; purpose,จุดประสงค์,1,6,เจตนา; จุดประสงค์,
3710,甩,shuǎi,to throw; to fling,โยน,1,5,เหวี่ยง; สะบัด,
3712,电视台,diàn shì tái,television station,สถานีโทรทัศน์,1,5,สถานีโทรทัศน์,
3714,界限,jiè xiàn,boundary,แนวเขต,1,6,ขอบเขต; เส้นแบ่ง,
3718,番,fān,foreign; a turn (classifier),ชาติต่างประเทศ,1,6,ครั้ง (ลักษณนาม); ต่างชาติ,"番 here is chiefly a classifier (一番 = a round/bout); led with that, kept 'foreign' as secondary"
3723,疲惫不堪,pí bèi bù kān,exhausted; fatigued to the extreme,เหนื่อยหนัก,1,5,เหนื่อยล้าหมดแรง,
3725,痒,yǎng,itchy; to itch,คัน,1,5,คัน,
3748,相通,xiāng tōng,interlinked; connected,"เชื่อมต่อ,บ่งบอก",1,6,เชื่อมถึงกัน,
3750,省事,shěng shì,to simplify matters; to save trouble,"ประหยัดความยุ่งยาก, สะดวก",1,5,"สะดวก, ไม่ยุ่งยาก",
3751,眉开眼笑,méi kāi yǎn xiào,beaming with joy; all smiles,ยิ้มแย้มแต่งตัว,1,5,ยิ้มแย้มแจ่มใส,
3755,看好,kàn hǎo,to keep an eye on,มองดี,1,4,มองในแง่ดี; จับตาดู,EN-GLOSS-BUG: pinyin kan hao (4th-tone 看) = 'be optimistic/bullish about'; 'to keep an eye on' is the kan hao (1st-tone) reading. Led with the optimistic sense per pinyin.
3760,真诚,zhēn chéng,sincere; genuine,"สัตย์จริง, จริงใจ",1,5,จริงใจ,
3762,眼神,yǎn shén,expression in one's eyes,การมองตาสัญญา,1,6,แววตา,
3763,眼色,yǎn sè,meaningful glance; a look,ท่าทางตา,1,6,การส่งสายตา,
3766,着眼,zhuó yǎn,to focus on; to keep in mind,มองการณ์,1,6,มุ่งเน้น; คำนึงถึง,
3771,瞪,dèng,to stare; to glare,จ้องมอง,1,6,จ้องเขม็ง; ถลึงตา,
3772,知觉,zhī jué,perception; consciousness,"การรับรู้, สติ",1,6,การรับรู้; สติสัมปชัญญะ,
3777,码头,mǎ tóu,wharf; dock,ท่าเรือ,1,6,ท่าเรือ,
3786,礼拜,lǐ bài,to attend a religious service; week,"สัปดาห์, การบูชา",1,6,นมัสการ(พระเจ้า); สัปดาห์,
3787,社,shè,society; organization,สังคม,1,4,สมาคม; หน่วยงาน,
3790,神仙,shén xiān,Daoist immortal; supernatural entity,"เทพเจ้า, เทพสิทธิ์",1,5,เซียน; เทพเจ้า,
3791,神圣,shén shèng,divine; hallow,ศักดิ์สิทธิ์,1,6,ศักดิ์สิทธิ์,
3796,私自,sī zì,private; personal,"ลับๆ, โดยไม่บอก",1,6,โดยพลการ; ลับๆ,EN-GLOSS-BUG: 私自 is adverbial 'on one's own / without authorization'; 'private; personal' points to 私人 instead.
3797,科,kē,branch of study; administrative section,"สาขา, หน่วยงาน",1,6,สาขาวิชา; แผนก,
3804,稍后,shāo hòu,in a little while; shortly after,หลังจากนั้นไม่นาน,1,4,อีกสักครู่; ในภายหลัง,
3805,稳,wěn,settled; steady,"มั่น, เสถียร",1,6,"มั่น, เสถียร",
3809,穿越,chuān yuè,to pass through; to traverse,ผ่าน,1,6,ข้ามผ่าน; ทะลุ,
3812,窘迫,jiǒng pò,poverty-stricken; very poor,ยากจน,1,5,ลำบากใจอึดอัด; ขัดสน,"EN-GLOSS-BUG: 窘迫 mainly means embarrassed / in an awkward or hard-pressed spot, not only 'poor'"
3814,竖,shù,to erect; vertical,"ตั้ง, แนวตั้ง",1,6,ตั้งขึ้น; แนวตั้ง,
3821,笔试,bǐ shì,written examination; paper test,การสอบเขียน,1,4,การสอบข้อเขียน,
3830,简陋,jiǎn lòu,simple and crude,เรียบง่ายและหยาบ,1,5,เรียบง่ายซอมซ่อ,
3831,算了,suàn le,let it be; let it pass,ลืมไปเสีย,1,4,"ช่างเถอะ, ช่างมันเถอะ",
3832,管,guǎn,to manage; to control,ดูแล,1,4,จัดการ; ควบคุม,
3833,管用,guǎn yòng,efficacious; useful,มีประโยชน์,1,5,ได้ผล; ใช้ได้จริง,
3836,精简,jīng jiǎn,to simplify; to reduce,"ลดเบา, ย่อ",1,6,ตัดทอน; ลดขนาด,
3846,纪念日,jì niàn rì,day of commemoration; memorial day,วันสำเร็จฉลอง,1,5,วันที่ระลึก; วันครบรอบ,
3850,练,liàn,to practice; to train,ซ้อม,1,3,ซ้อม,
3860,绝缘,jué yuán,to have no contact with; to be cut off from,"ไม่ติดต่อกับ, ตัดขาดจากกัน",1,5,ตัดขาดไม่เกี่ยวข้อง; เป็นฉนวน,
3862,绣,xiù,to embroider; embroidery,ปักหลวม,1,5,ปัก; งานปัก,
3863,绿地,lǜ dì,green area,บริเวณสีเขียว,1,6,พื้นที่สีเขียว,
3873,罢了,bà le,that's all; nothing more (particle),จบแค่นั้น,1,5,เท่านั้นเอง (คำลงท้ายบอกว่าไม่มีอะไรมากกว่านั้น),
3875,罪魁祸首,zuì kuí huò shǒu,idiom criminal ringleader,คนร้ายสำคัญ,1,6,ตัวการใหญ่; ต้นเหตุสำคัญ,
3879,美景,měi jǐng,beautiful scenery,ทัศนียภาพ,1,4,ทิวทัศน์งดงาม,
3882,翻天覆地,fān tiān fù dì,earth-shattering (idiom),พลิกฟ้าคว่ำแผ่นดิน,1,6,เปลี่ยนแปลงครั้งใหญ่,
3890,耗费,hào fèi,to waste; to spend,"ใช้, เสียเวลา",1,6,สิ้นเปลือง; ใช้ไป,
3892,耳目一新,ěr mù yī xīn,a pleasant change; a breath of fresh air,"มองใหม่, ฟังใหม่",1,6,แปลกใหม่สดชื่น; ให้ความรู้สึกสดใหม่,
3897,股票,gǔ piào,share certificate; stock,หุ้น,1,5,หุ้น,
3899,肥料,féi liào,fertilizer; manure,ปุ๋ย,1,6,ปุ๋ย,
3901,肩,jiān,shoulder; to shoulder,ไหล่,1,5,ไหล่; แบกรับ,
3904,背诵,bèi sòng,to recite; to repeat from memory,"อ่านจำ, ท่องจำ",1,6,ท่องจำ; ท่อง,
3905,胎,tāi,fetus; classifier for litters,"ทารก, ลูก",1,6,ทารกในครรภ์; ครรภ์,
3909,胸部,xiōng bù,chest; bosom,หน้าอกส่วนบน,1,6,หน้าอก; ทรวงอก,
3913,脑海,nǎo hǎi,the mind; the brain,"ใจ, สมอง",1,6,ห้วงความคิด; ในหัว,
3915,脑袋,nǎo dài,head; skull,"ศรีษะ, หัว",1,6,หัว; ศีรษะ,
3917,脱口而出,tuō kǒu ér chū,idiom to blurt out; to let slip,พูดออกมาอย่างไม่ได้คิด,1,6,พูดโพล่งออกมา,
3923,自主,zì zhǔ,to act independently,อิสระ,1,6,ตัดสินใจเอง; เป็นอิสระ,
3927,自发,zì fā,spontaneous,เกิดขึ้นเอง,1,6,เกิดขึ้นเอง,
3932,自立,zì lì,independent; self-reliant,"เป็นอิสระ, อาศัยตนเอง",1,6,พึ่งพาตนเอง; ยืนได้ด้วยตัวเอง,
3936,航行,háng xíng,to sail; to fly,"แล่นเรือ, บิน",1,6,แล่นเรือ; บิน,
3941,艳丽,yàn lì,gorgeous; garish and beautiful,"งดงาม, ประหลาด",1,6,งดงามสดใส; ฉูดฉาด,
3945,节气,jié qì,solar term,ฤดูกาล,1,6,ช่วงฤดูกาลตามปฏิทินจีน,no exact Thai for 'solar term'; glossed descriptively
3947,芝麻,zhī má,sesame,งาดำ,1,6,งา,
3952,英雄,yīng xióng,hero,วีรชน,1,6,วีรบุรุษ; ฮีโร่,
3960,药方,yào fāng,prescription,ตำรับสูตร,1,5,ตำรับยา; ใบสั่งยา,
3961,菜市场,cài shì chǎng,food market,ตลาดผัก,1,4,ตลาดสด,
3963,蓝图,lán tú,blueprint,"แบบขาว, แผนแนวคิด",1,6,พิมพ์เขียว; แผนแม่บท,
3964,蕴藏,yùn cáng,to hold in store; to contain,เก็บไว้ภายใน,1,6,มีอยู่ภายใน,
3970,虚构,xū gòu,to make up; fabrication,สร้างสรรค์ขึ้นมา,1,6,แต่งขึ้น; กุเรื่อง,
3973,蚊子,wén zi,mosquito,ยุง,1,5,ยุง,
3975,融合,róng hé,a mixture; an amalgam,ผสมกลาย,1,6,หลอมรวม; ผสมกลมกลืน,
3978,街头,jiē tóu,street,ตรอกถนน,1,5,ริมถนน; ตามท้องถนน,
3980,补,bǔ,to repair; to patch,ซ่อม,1,5,ซ่อม; ปะ,
3982,表态,biǎo tài,to state one's position,แสดงทัศนะ,1,5,แสดงจุดยืน; แสดงท่าที,
3983,衬托,chèn tuō,to serve to highlight,"ขับให้เด่น, เสริมให้โดดเด่น",1,5,"ขับให้เด่น, เสริมให้โดดเด่น",
3988,裁,cái,to cut out; to cut,เฉือก,1,5,ตัด; เจียน,
3989,裁决,cái jué,ruling; adjudication,คำตัดสินของศาล,1,5,คำตัดสิน; คำวินิจฉัย,
3993,要强,yào qiáng,eager to excel; eager to get ahead in life,ปรารถนาชนะใจ,1,5,อยากเอาชนะเก่งกว่าคนอื่น; ทะเยอทะยาน,
3994,见义勇为,jiàn yì yǒng wéi,"idiom, from the Analects to step in and help",เห็นความชอบธรรมแล้วกระทำกล้า,1,6,กล้าทำในสิ่งที่ถูกต้อง; ลงมือช่วยเมื่อเห็นความอยุติธรรม,"EN-GLOSS-BUG: garbled gloss 'idiom, from the Analects to step in and help'; real sense = act bravely for what is right"
4001,解开,jiě kāi,to untie; to undo,ปลดออก,1,6,ปลดออก,
4003,解读,jiě dú,to decipher; to decode,อ่านแล้วเข้าใจ,1,6,ตีความ; ถอดรหัส,
4004,解除,jiě chú,to remove; to sack,"ยกเลิก, จำหน่าย",1,6,ยกเลิก; ปลดออกจากตำแหน่ง,
4005,触动,chù dòng,to touch; to stir up,"สัมผัส, กระทบใจ",1,6,กระทบใจ; สัมผัส,
4007,言辞,yán cí,words; expression,ถ้อยแถลง,1,6,ถ้อยคำ; คำพูด,
4014,讲话,jiǎng huà,a speech; to speak,การปราศรัย,1,4,พูด; ปราศรัย,
4018,证件,zhèng jiàn,certificate,เอกสารแสดงตัวตน,1,5,เอกสารแสดงตัวตน,
4019,证据,zhèng jù,evidence; proof,หลักฐาน,1,6,หลักฐาน,
4023,试用,shì yòng,to try something out; to be on probation,ใช้ทดลอง,1,4,ทดลองใช้; ทดลองงาน,
4038,谈起,tán qǐ,to mention; to speak of,พูดเล่า,1,6,พูดถึง; เอ่ยถึง,
