hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
便宜,pián yi,cheap; inexpensive,ถูก (ราคา),20,2,ถูก (ราคา),
元,yuán,yuan (unit of currency),หยวน (สกุลเงิน),20,2,หยวน (สกุลเงิน),
只是,zhǐ shì,merely; only,"เพียงแต่, แค่",20,3,"เพียงแต่, แค่",
太阳,tài yáng,sun; sunlight,ดวงอาทิตย์,20,3,ดวงอาทิตย์,
字,zì,letter; symbol,"ตัวอักษร, คำ",20,1,"ตัวอักษร, คำ",
年轻,nián qīng,young,"หนุ่มสาว, อายุน้อย",20,3,"หนุ่มสาว, อายุน้อย",
当时,dāng shí,then; at that time,"ตอนนั้น, ในขณะนั้น",20,4,"ตอนนั้น, ในขณะนั้น",
文件,wén jiàn,document; file,"เอกสาร, ไฟล์",20,4,เอกสาร; ไฟล์,
机会,jī huì,opportunity; chance,โอกาส,20,3,โอกาส,
椅子,yǐ zi,chair,เก้าอี้,20,1,เก้าอี้,
浪漫,làng màn,romantic,โรแมนติก,20,4,โรแมนติก,
火,huǒ,fire; urgent,ไฟ; เร่งด่วน,20,3,ไฟ; เร่งด่วน,
男孩儿,nán hái er,boy,เด็กผู้ชาย,20,5,เด็กผู้ชาย,
病,bìng,illness; disease,ป่วย; โรค,20,2,ป่วย; โรค,
称为,chēng wéi,to be called,เรียกว่า,20,5,เรียกว่า,
简单,jiǎn dān,simple; not complicated,"ง่าย, เรียบง่าย",20,3,"ง่าย, เรียบง่าย",
精神,jīng shén,spirit; mind,"จิตใจ, จิตวิญญาณ; กระปรี้กระเปร่า",20,4,จิตใจ; จิตวิญญาณ,
经济,jīng jì,economy; economic,เศรษฐกิจ; เชิงเศรษฐกิจ,20,4,เศรษฐกิจ; เชิงเศรษฐกิจ,
而是,ér shì,rather,"แต่เป็น, หากแต่",20,4,"แต่เป็น, หากแต่",
航空,háng kōng,aviation,การบิน,20,6,การบิน,
船,chuán,boat; vessel,เรือ,20,2,เรือ,
训练,xùn liàn,to train; to drill,"ฝึก, ฝึกอบรม",20,5,"ฝึก, ฝึกอบรม",
谢谢,xiè xiè,to thank; thanks,ขอบคุณ,20,1,ขอบคุณ,
质量,zhì liàng,physics mass; quality,คุณภาพ; (ฟิสิกส์) มวล,20,4,คุณภาพ; (ฟิสิกส์) มวล,
跳,tiào,to jump; to hop,กระโดด; เต้น,20,2,กระโดด; เต้น,
这里,zhè lǐ,here,ที่นี่,20,1,ที่นี่,
遇到,yù dào,to meet; to run into,"พบเจอ, เจอ",20,3,"พบเจอ, เจอ",
飞机,fēi jī,airplane,เครื่องบิน,20,1,เครื่องบิน,
食物,shí wù,food,อาหาร,20,5,อาหาร,
骑,qí,to sit astride; to ride,ขี่ (จักรยาน/ม้า),20,3,ขี่ (จักรยาน/ม้า),
不断,bù duàn,unceasing; uninterrupted,"ไม่ขาดสาย, อย่างต่อเนื่อง",19,5,"ไม่ขาดสาย, อย่างต่อเนื่อง",
丢,diū,to lose; to put aside,ทำหาย; ทิ้ง,19,4,ทำหาย; ทิ้ง,
了解,liǎo jiě,to understand; to realize,"เข้าใจ, รู้จักดี",19,3,"เข้าใจ, รู้จักดี",
低,dī,low; beneath,ต่ำ,19,3,ต่ำ,
依,yī,to rely on; according to,พึ่งพา; ทำตาม,19,5,พึ่งพา; ทำตาม,
加油,jiā yóu,to add oil; to top up with gas,เติมน้ำมัน; สู้ๆ,19,4,เติมน้ำมัน; สู้ๆ,EN-GLOSS-BUG: gloss is only the literal 'add oil/top up gas'; 加油 is far more commonly the idiomatic 'go!/cheer on' — Thai keeps สู้ๆ for that sense
动物,dòng wù,animal,สัตว์,19,3,สัตว์,
友谊,yǒu yì,companionship; fellowship,มิตรภาพ,19,4,มิตรภาพ,EN-GLOSS-BUG: 'companionship; fellowship' is loose — 友谊 = friendship (มิตรภาพ)
叫,jiào,to shout; to call,เรียก; ชื่อว่า,19,1,เรียก; ชื่อว่า,
后悔,hòu huǐ,to regret; to feel remorse,"เสียใจ, สำนึกผิด",19,4,"เสียใจ, สำนึกผิด",
商店,shāng diàn,store; shop,ร้านค้า,19,1,ร้านค้า,
喝,hē,to drink,ดื่ม,19,1,ดื่ม,
增加,zēng jiā,to raise; to increase,"เพิ่มขึ้น, เพิ่ม",19,4,"เพิ่มขึ้น, เพิ่ม",
多年,duō nián,many years; for many years,หลายปี,19,3,หลายปี,
完,wán,to finish; to be over,"เสร็จ, จบ",19,2,"เสร็จ, จบ",
心,xīn,heart; mind,หัวใจ; จิตใจ,19,4,หัวใจ; จิตใจ,
情况,qíng kuàng,circumstances; state of affairs,"สถานการณ์, สภาพ",19,4,"สถานการณ์, สภาพ",
感情,gǎn qíng,emotion; sentiment,"ความรู้สึก, อารมณ์, ความผูกพัน",19,4,ความรู้สึก; ความผูกพัน,
成熟,chéng shú,mature; ripe,"สุก; เป็นผู้ใหญ่, สุกงอม",19,4,เป็นผู้ใหญ่; สุก,
或者,huò zhě,or; possibly,หรือ; อาจจะ,19,3,หรือ; อาจจะ,
所有,suǒ yǒu,all; to have,ทั้งหมด,19,4,ทั้งหมด,
打开,dǎ kāi,to open; to show,เปิด,19,4,เปิด,
按时,àn shí,on time; before deadline,ตรงเวลา,19,4,ตรงเวลา,
支持,zhī chí,to be in favor of; to support,สนับสนุน,19,4,สนับสนุน,
收拾,shōu shí,to put in order; to tidy up,"เก็บกวาด, จัดให้เรียบร้อย",19,4,"เก็บกวาด, จัดให้เรียบร้อย",
教室,jiào shì,classroom,ห้องเรียน,19,2,ห้องเรียน,
教育,jiào yù,to educate; to teach,"การศึกษา; ให้การศึกษา, อบรม",19,4,"การศึกษา; ให้การศึกษา, อบรม",
有着,yǒu zhe,to have; to possess,"มี, ประกอบด้วย",19,4,"มี, ประกอบด้วย",
标准,biāo zhǔn,standard; norm,"มาตรฐาน, เกณฑ์",19,4,"มาตรฐาน, เกณฑ์",
次,cì,times (measure word),ครั้ง (ลักษณนาม),19,2,ครั้ง (ลักษณนาม),
然而,rán ér,however; but,"แต่ทว่า, อย่างไรก็ตาม",19,4,"แต่ทว่า, อย่างไรก็ตาม",
盘,pán,tray; plate,จาน; ลักษณนาม(จาน),19,5,จาน; ลักษณนาม(จาน),
知识,zhī shí,knowledge; intellectual,ความรู้,19,4,ความรู้,
网,wǎng,net; web,"ตาข่าย; เครือข่าย, เน็ต",19,4,"ตาข่าย; เครือข่าย, เน็ต",
美丽,měi lì,beautiful,สวยงาม,19,4,สวยงาม,
聪明,cōng míng,intelligent; clever,ฉลาด,19,3,ฉลาด,
肌肉,jī ròu,muscle; flesh,กล้ามเนื้อ,19,5,กล้ามเนื้อ,
警察,jǐng chá,police; police officer,ตำรวจ,19,4,ตำรวจ,
讲,jiǎng,to speak; to explain,"พูด, อธิบาย, เล่า",19,3,พูด; อธิบาย,
车,chē,car; vehicle,"รถ, ยานพาหนะ",19,1,"รถ, ยานพาหนะ",
这么,zhè me,so much; this much,"อย่างนี้, ขนาดนี้",19,1,"อย่างนี้, ขนาดนี้",
迟到,chí dào,to arrive late,มาสาย,19,3,มาสาย,
逐渐,zhú jiàn,gradually,"ค่อยๆ, ทีละน้อย",19,4,"ค่อยๆ, ทีละน้อย",
颜色,yán sè,color; countenance,สี,19,2,สี,
一点儿,yì diǎn ér,"a little, a bit","นิดหน่อย, เล็กน้อย",18,1,"นิดหน่อย, เล็กน้อย",
乐,lè,happy; joyful,"สุข, ยินดี; (yuè) ดนตรี",18,3,"สุข, ยินดี",
任何,rèn hé,any; whatever,"ใดๆ, ไม่ว่าอะไร",18,4,"ใดๆ, ไม่ว่าอะไร",
份,fèn,"(classifier for copies, sets)",ลักษณนาม(ฉบับ/ชุด/ส่วน),18,4,ลักษณนาม(ฉบับ/ชุด/ส่วน),
办法,bàn fǎ,way of handling something,"วิธี, หนทาง",18,3,"วิธี, หนทาง",
动画,dòng huà,animation; cartoon,"แอนิเมชัน, การ์ตูน",18,6,"แอนิเมชัน, การ์ตูน",
吃惊,chī jīng,to be startled; to be shocked,"ตกใจ, ประหลาดใจ",18,4,"ตกใจ, ประหลาดใจ",
同时,tóng shí,at the same time; simultaneously,"ในเวลาเดียวกัน, พร้อมกัน",18,5,"ในเวลาเดียวกัน, พร้อมกัน",
吸引,xī yǐn,to attract; to appeal to,ดึงดูด,18,4,ดึงดูด,
大量,dà liàng,great amount; large quantity,"จำนวนมาก, ปริมาณมาก",18,4,"จำนวนมาก, ปริมาณมาก",
失望,shī wàng,disappointed; to lose hope,ผิดหวัง,18,4,ผิดหวัง,
完全,wán quán,complete; whole,"ทั้งหมด, อย่างสมบูรณ์, โดยสิ้นเชิง",18,4,"ทั้งหมด, โดยสิ้นเชิง",
帮,bāng,to help; to assist,ช่วย,18,2,ช่วย,
形成,xíng chéng,to form; to take shape,"ก่อตัว, ก่อให้เกิด, เกิดเป็น",18,5,"ก่อตัว, เกิดเป็น",
往,wǎng,to go; toward,"ไปทาง, มุ่งสู่",18,2,"ไปทาง, มุ่งสู่",
怎么样,zěn me yàng,how?; how about?,"เป็นอย่างไรบ้าง, เป็นไง",18,1,"เป็นอย่างไรบ้าง, เป็นไง",
总结,zǒng jié,to sum up; to conclude,สรุป; การสรุป,18,4,สรุป; การสรุป,
意见,yì jiàn,idea; opinion,"ความคิดเห็น, ข้อเสนอแนะ",18,4,"ความคิดเห็น, ข้อเสนอแนะ",
懂,dǒng,to understand; to comprehend,เข้าใจ,18,2,เข้าใจ,
手,shǒu,hand; formal to hold,มือ,18,3,มือ,EN-GLOSS-BUG: second sense 'formal to hold' is spurious; 手 = hand
手机,shǒu jī,cell phone; mobile phone,โทรศัพท์มือถือ,18,2,โทรศัพท์มือถือ,
打车,dǎ chē,to take a taxi; to hitch a lift,"เรียกแท็กซี่, โดยสารแท็กซี่",18,3,"เรียกแท็กซี่, โดยสารแท็กซี่",
指,zhǐ,finger; to point at or to,นิ้ว; ชี้,18,4,นิ้ว; ชี้,
河,hé,river,แม่น้ำ,18,3,แม่น้ำ,
油,yóu,oil; fat,น้ำมัน,18,4,น้ำมัน,
流行,liú xíng,popular; to spread,"เป็นที่นิยม, ฮิต; แพร่หลาย",18,4,"เป็นที่นิยม, ฮิต; แพร่หลาย",
