hanzi,sentence,en,th
机票,我买了机票。,I bought a plane ticket.,ฉันซื้อตั๋วเครื่องบินแล้ว
鸡肉,我喜欢吃鸡肉。,I like eating chicken.,ฉันชอบกินเนื้อไก่
级,他是三年级学生。,He is a third-grade student.,เขาเป็นนักเรียนชั้นปีที่สาม
极了,这个蛋糕好吃极了。,This cake is extremely delicious.,เค้กชิ้นนี้อร่อยสุดๆ
几本书,我买了几本书。,I bought a few books.,ฉันซื้อหนังสือมาหลายเล่ม
几点,现在几点了？,What time is it now?,ตอนนี้กี่โมงแล้ว
几个,桌子上有几个苹果。,There are a few apples on the table.,บนโต๊ะมีแอปเปิลอยู่สองสามลูก
几乎,我几乎忘了他的名字。,I almost forgot his name.,ฉันเกือบลืมชื่อของเขาไปแล้ว
几年,我住了几年了。,I've lived here for a few years.,ฉันอาศัยอยู่ที่นี่มาหลายปีแล้ว
几千年,这座城有几千年历史。,This city has a history of several thousand years.,เมืองนี้มีประวัติศาสตร์นับพันปี
几天,我要在这儿住几天。,I'm going to stay here for a few days.,ฉันจะพักที่นี่สักสองสามวัน
己,他对自己没信心。,He has no confidence in himself.,เขาไม่มั่นใจในตัวเอง
记,请记住我的电话号码。,Please remember my phone number.,จำเบอร์โทรศัพท์ฉันไว้นะ
记错,我记错时间了。,I got the time wrong.,ฉันจำเวลาผิด
记住,请记住我的话。,Please remember what I said.,จำคำพูดฉันไว้นะ
季,一年有四季。,There are four seasons in a year.,หนึ่งปีมีสี่ฤดู
季节,春天是我喜欢的季节。,Spring is my favorite season.,ฤดูใบไม้ผลิเป็นฤดูที่ฉันชอบ
间,房间很干净。,The room is very clean.,ห้องสะอาดมาก
检查,医生给我检查身体。,The doctor examined my body.,หมอตรวจร่างกายให้ฉัน
检查一下,让医生检查一下吧。,Let the doctor check it out.,ให้หมอตรวจดูหน่อยเถอะ
简单,这道题很简单。,This problem is simple.,โจทย์นี้ง่ายมาก
见面,我们明天见面吧。,Let's meet tomorrow.,พรุ่งนี้เราเจอกันนะ
健康,运动对健康很好。,Exercise is good for health.,การออกกำลังกายดีต่อสุขภาพ
讲,老师讲得很清楚。,The teacher explains very clearly.,ครูอธิบายได้ชัดเจนมาก
讲讲,你给我们讲讲吧。,Please tell us a little about it.,เล่าให้พวกเราฟังหน่อยสิ
角,桌子有四个角。,The table has four corners.,โต๊ะมีสี่มุม
脚,我的脚有点疼。,My foot hurts a little.,เท้าของฉันเจ็บนิดหน่อย
脚下,小狗在我脚下睡觉。,The puppy is sleeping at my feet.,ลูกสุนัขนอนอยู่ที่เท้าของฉัน
叫声,我听到狗的叫声。,I heard the dog's bark.,ฉันได้ยินเสียงหมาเห่า
较,这个比较贵。,This one is relatively expensive.,อันนี้ค่อนข้างแพง
教,他信什么教？,What religion does he believe in?,เขานับถือศาสนาอะไร?
接,妈妈去机场接我。,Mom is going to the airport to pick me up.,แม่ไปรับฉันที่สนามบิน
接到,我接到了一个电话。,I received a phone call.,ฉันได้รับโทรศัพท์สายหนึ่ง
接着,他接着讲故事。,He continued telling the story.,เขาเล่าเรื่องต่อไป
街,这条街很热闹。,This street is very lively.,ถนนสายนี้คึกคักมาก
街道,这条街道很热闹。,This street is very lively.,ถนนสายนี้คึกคักมาก
街上,街上有很多人。,There are many people on the street.,บนถนนมีคนเยอะมาก
节目,这个节目很有意思。,This program is very interesting.,รายการนี้น่าสนใจมาก
节目单,请给我一张节目单。,Please give me a program list.,ขอใบรายการหน่อย
节日,春节是中国重要的节日。,Spring Festival is an important Chinese holiday.,ตรุษจีนเป็นเทศกาลสำคัญของจีน
结婚,他们打算明年结婚。,They plan to get married next year.,พวกเขาวางแผนจะแต่งงานกันปีหน้า
结束,比赛已经结束了。,The match has already ended.,การแข่งขันจบลงแล้ว
姐弟,他们是姐弟。,They are older sister and younger brother.,พวกเขาเป็นพี่สาวกับน้องชาย
解,他解开了绳子。,He untied the rope.,เขาแก้เชือกออก
解决,这个问题很难解决。,This problem is hard to solve.,ปัญหานี้แก้ไขได้ยากมาก
解决问题,我们一起解决问题。,Let's solve the problem together.,เรามาแก้ปัญหาด้วยกัน
借,我想跟你借点钱。,I want to borrow some money from you.,ฉันอยากขอยืมเงินคุณสักหน่อย
借给,我把书借给他了。,I lent the book to him.,ฉันให้เขายืมหนังสือไปแล้ว
